# tos_view packet template -- GENERATED by name_fields.py, do not edit.
# Names are guesses unless the origin column says otherwise; see
# docs/14-field-names.md for what each origin is worth.
#
# P<TAB>opcode<TAB>name<TAB>size<TAB>coverage
# F<TAB>offset<TAB>type<TAB>bytes<TAB>name<TAB>fmt<TAB>origin<TAB>note
P	8	BC_COMMANDER_CREATE_SLOTID	11	exact
F	18	u8	1	flag	bool	bytes	4806 samples
F	19	u8	1	zero		bytes	4806 samples
F	20	u32	4	zero		bytes	4806 samples
F	28	u8	1	flag	bool	bytes	4806 samples
F	29	u8	1	zero		bytes	4806 samples
P	3250	ZC_PLAY_FIX_ANI	34	partial
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	u32	4	f_0E			no samples
F	19	u8	1	mode		ida:cmp	no samples
F	20	u32	4	mode		ida:cmp	no samples
F	33	u8	1	f_21			no samples
P	3251	ZC_PLAY_ANI_SELFISH	23	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	u32	4	f_0E			no samples
F	18	u32	4	f_12			no samples
F	22	u8	1	f_16			no samples
P	3252	ZC_CHANGE_ANI	48	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	bytes[16]	16	f_0E			no samples
F	30	bytes[16]	16	f_1E			no samples
F	46	u8	1	f_2E			no samples
F	47	u8	1	f_2F			no samples
P	3260	ZC_PLAY_ALARMSOUND	87	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	bytes[68]	68	f_0E			no samples
F	82	u8	1	f_52			no samples
F	83	u32	4	mode		ida:cmp	no samples
P	3262	ZC_PLAY_EXP_TEXT	18	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	u32	4	f_0E			no samples
P	3263	ZC_PLAY_NAVI_EFFECT	154	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	18	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	22	bytes[64]	64	f_16			no samples
F	86	bytes[64]	64	f_56			no samples
F	150	u32	4	f_96			no samples
P	3264	ZC_UPDATE_ALL_STATUS	34	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	174 samples
F	14	u32	4	f_0E			174 samples
F	18	u32	4	f_12			174 samples
F	22	u32	4	f_16			174 samples
F	26	u32	4	f_1A			174 samples
F	30	u32	4	f_1E			174 samples
P	3266	ZC_DUMP_PROPERTY	0	variable
F	12	u32	4	f_0C			no samples
P	3267	ZC_SHOUT	0	variable
F	10	u16	2	f_0A			no samples
F	81	u8	1	f_51			no samples
F	82	u32	4	f_52			no samples
P	3271	ZC_EXCHANGE_REQUEST_RECEIVED	75	exact
F	10	bytes[65]	65	f_0A			no samples
P	3275	ZC_EXCHANGE_START	76	exact
F	10	bytes[65]	65	f_0A			no samples
F	75	u8	1	f_4B			no samples
P	3277	ZC_EXCHANGE_OFFER_ACK	0	variable
F	12	u8	1	f_0C			no samples
F	13	bytes[24]	24	f_0D			no samples
F	37	u16	2	f_25			no samples
F	39	u32	4	f_27			no samples
P	3279	ZC_EXCHANGE_AGREE_ACK	11	exact
F	10	u8	1	f_0A			no samples
P	3281	ZC_EXCHANGE_FINALAGREE_ACK	11	exact
F	10	u8	1	f_0A			no samples
P	3285	ZC_COOLDOWN_LIST	0	variable
F	12	u64	8	f_0C			3 samples
F	20	u32	4	zero		bytes	3 samples
F	24	u32	4	f_18			
P	3286	ZC_COOLDOWN_CHANGED	31	exact
F	10	u64	8	f_0A			no samples
F	18	u32	4	f_12			no samples
F	22	u32	4	f_16			no samples
F	26	u32	4	f_1A			no samples
F	30	u8	1	f_1E			no samples
P	3287	ZC_OVERHEAT_CHANGED	46	partial
F	10	u64	8	const	hex	bytes	6 samples
F	18	u32	4	f_12			6 samples
F	22	u32	4	f_16			6 samples
F	26	u32	4	zero		bytes	6 samples
F	34	u8	1	zero		bytes	6 samples
F	38	u32	4	zero		bytes	6 samples
F	42	u32	4	zero		bytes	6 samples
P	3401	ZC_SHOP_POINT_UPDATE	58	partial
F	22	bytes[32]	32	f_16			no samples
F	54	u32	4	f_36			no samples
P	3514	ZC_PC_MOVE_STOP	63	partial
F	10	u32	4	handle	hex	docs/02	
F	14	f32[3]	12	pos		docs/02	
F	26	u8	1	one	bool	docs/02	
F	27	f32[2]	8	dir		docs/02	
F	35	f32	4	server_time	time	docs/02	
F	39	bytes[16]	16	zero		bytes	103 samples
F	55	u64	8	zero		bytes	103 samples
P	3672	ZC_ADVENTURE_BOOK_INFO	0	variable
F	12	u32	4	f_0C			15 samples
F	16	u16	2	f_10			15 samples
F	18	u8	1	flag	bool	bytes	15 samples
F	19	u8	1	flag	bool	bytes	15 samples
F	20	u8	1	flag	bool	bytes	15 samples
F	21	u8	1	zero		bytes	15 samples
P	3684	ZC_ATTENDANCE_RECEIPT_REWARD	0	variable
F	12	bytes[16]	16	f_0C			6 samples
F	28	bytes[16]	16	f_1C			6 samples
F	44	u32	4	f_2C			6 samples
F	48	u32	4	const	hex	bytes	6 samples
F	52	u8	1	zero		bytes	6 samples
F	53	u8	1	flag	bool	bytes	6 samples
F	54	u32	4	f_36			6 samples
P	3691	ZC_COLONY_OCCUPATION_INFO	0	variable
F	12	u32	4	zero		bytes	3 samples
P	3762	ZC_ERROR_INFO	0	variable
F	12	bytes[64]	64	f_0C			no samples
F	76	u32	4	f_4C			no samples
P	3826	ZC_RESERVE_PROPERTY	0	variable
F	20	u32	4	f_14			no samples
P	3837	ZC_CASH_INVENTORY_LIST	0	variable
F	12	u32	4	f_0C			no samples
P	3851	ZC_EQUIP_GEM_INFO	0	variable
F	12	u8	1	zero		bytes	28 samples
F	13	u32	4	f_0D			28 samples
P	3877	ZC_ADDONUI_MSG	0	variable
F	10	u16	2	f_0A			no samples
F	12	u8	1	f_0C			no samples
F	13	u32	4	f_0D			no samples
F	17	u32	4	f_11			no samples
F	21	u32	4	f_15			no samples
P	3935	ZC_MYTHIC_DUNGEON_RANK_INFO	0	variable
F	12	u16	2	f_0C			no samples
F	14	u32	4	f_0E			no samples
F	22	u8	1	f_16			no samples
F	23	u32	4	f_17			no samples
F	27	u32	4	f_1B			no samples
F	31	u32	4	f_1F			no samples
P	4004	ZC_ANCIENT_CARD_ADD	0	variable
F	12	u32	4	f_0C			no samples
P	4006	ZC_ANCIENT_CARD_COMBINE	0	variable
F	12	u32	4	f_0C			no samples
P	4007	ZC_ANCIENT_CARD_EVOLVE	0	variable
F	12	u64	8	f_0C			no samples
F	20	u32	4	f_14			no samples
F	24	u32	4	f_18			no samples
F	28	u32	4	f_1C			no samples
P	4009	ZC_ANCIENT_CARD_UPDATE	0	variable
F	28	u32	4	f_1C			no samples
P	4011	ZC_ANCIENT_CARD_LOAD	0	variable
F	12	u32	4	f_0C			no samples
P	4030	ZC_UDP_MOVE_INFO	79	exact
F	10	u32	4	handle	hex	ida:sub_140AC71B0	no samples
F	14	u32	4	f_0E			no samples
F	18	u64	8	f_12			no samples
F	26	u32	4	f_1A			no samples
F	30	u64	8	f_1E			no samples
